timestamp,temperature_c,humidity_percent,soil_moisture_percent,ph_level,light_intensity_lux,location
2025-11-12T14:24:42.741030,35.7,53.4,32.04,7.01,722.96,Zone_06
2025-11-12T15:24:42.741030,32.36,44.05,41.54,6.61,697.28,Zone_07
2025-11-12T16:24:42.741030,35.66,38.67,37.15,6.86,757.07,Zone_08
2025-11-12T17:24:42.741030,35.67,34.61,44.45,6.35,837.14,Zone_09
2025-11-12T18:24:42.741030,38.06,40.78,26.27,7.36,919.72,Zone_10
2025-11-12T19:24:42.741030,37.68,37.98,27.55,6.84,718.41,Zone_11
2025-11-12T20:24:42.741030,34.51,53.96,49.43,6.68,700.02,Zone_12
2025-11-12T21:24:42.741030,34.41,38.83,22.44,7.16,787.06,Zone_13
2025-11-12T22:24:42.741030,32.06,32.4,27.48,6.57,824.8,Zone_14
2025-11-12T23:24:42.741030,34.56,35.66,25.5,6.78,880.81,Zone_15
2025-11-13T00:24:42.741030,31.58,37.41,35.42,7.0,767.92,Zone_16
2025-11-13T01:24:42.741030,29.71,33.35,18.79,7.0,756.54,Zone_17
2025-11-13T02:24:42.741030,27.19,26.06,25.67,6.65,779.49,Zone_18
2025-11-13T03:24:42.741030,24.49,29.43,10.81,6.95,684.52,Zone_19
2025-11-13T04:24:42.741030,26.64,34.22,25.34,6.62,708.13,Zone_20
2025-11-13T05:24:42.741030,26.29,38.03,22.55,6.83,643.87,Zone_21
2025-11-13T06:24:42.741030,22.07,47.64,33.41,6.45,632.43,Zone_22
2025-11-13T07:24:42.741030,26.92,30.94,5.77,6.84,582.58,Zone_23
2025-11-13T08:24:42.741030,22.51,45.23,17.97,6.57,581.18,Zone_24
2025-11-13T09:24:42.741030,22.49,40.08,43.59,6.6,605.1,Zone_00
2025-11-13T10:24:42.741030,21.83,33.78,25.41,5.77,526.61,Zone_01
2025-11-13T11:24:42.741030,24.52,36.84,24.07,6.25,501.9,Zone_02
2025-11-13T12:24:42.741030,22.9,41.85,40.67,6.77,525.41,Zone_03
2025-11-13T13:24:42.741030,21.04,27.6,21.74,7.11,470.61,Zone_04
2025-11-13T14:24:42.741030,21.59,46.83,30.21,6.12,442.15,Zone_05
2025-11-13T15:24:42.741030,17.66,38.11,12.92,7.03,475.43,Zone_06
2025-11-13T16:24:42.741030,19.08,38.27,27.27,6.84,366.28,Zone_07
2025-11-13T17:24:42.741030,18.27,25.64,18.76,6.74,345.26,Zone_08
2025-11-13T18:24:42.741030,12.79,38.83,13.25,7.16,405.02,Zone_09
2025-11-13T19:24:42.741030,20.61,29.94,27.03,6.93,422.9,Zone_10
2025-11-13T20:24:42.741030,17.6,52.87,25.89,7.02,362.03,Zone_11
2025-11-13T21:24:42.741030,17.49,45.46,8.42,6.5,274.5,Zone_12
2025-11-13T22:24:42.741030,16.17,46.26,11.7,6.43,320.24,Zone_13
2025-11-13T23:24:42.741030,14.96,40.62,20.75,6.96,283.74,Zone_14
2025-11-14T00:24:42.741030,18.52,50.0,24.36,7.17,240.99,Zone_15
2025-11-14T01:24:42.741030,18.83,48.63,25.13,6.72,277.01,Zone_16
2025-11-14T02:24:42.741030,20.57,52.54,20.83,7.12,203.19,Zone_17
2025-11-14T03:24:42.741030,23.12,53.51,6.82,6.94,209.35,Zone_18
2025-11-14T04:24:42.741030,18.42,45.1,19.48,7.21,213.97,Zone_19
2025-11-14T05:24:42.741030,19.85,42.52,13.41,7.22,261.83,Zone_20
2025-11-14T06:24:42.741030,24.66,40.88,23.4,7.44,124.84,Zone_21
2025-11-14T07:24:42.741030,20.02,39.26,15.66,6.51,204.62,Zone_22
2025-11-14T08:24:42.741030,22.66,46.26,24.03,7.03,138.4,Zone_23
2025-11-14T09:24:42.741030,24.06,60.91,23.82,6.92,246.88,Zone_24
2025-11-14T10:24:42.741030,25.87,56.2,19.04,6.51,172.68,Zone_00
2025-11-14T11:24:42.741030,24.83,61.31,6.23,6.83,203.24,Zone_01
2025-11-14T12:24:42.741030,25.72,56.28,24.74,6.97,245.53,Zone_02
2025-11-14T13:24:42.741030,26.72,61.78,20.59,6.63,282.37,Zone_03
2025-11-14T14:24:42.741030,33.64,66.05,18.37,7.16,182.23,Zone_04
2025-11-14T15:24:42.741030,26.07,46.61,24.21,6.81,267.14,Zone_05
2025-11-14T16:24:42.741030,28.45,60.9,29.17,7.1,250.02,Zone_06
2025-11-14T17:24:42.741030,28.52,63.2,10.71,6.55,245.58,Zone_07
2025-11-14T18:24:42.741030,30.32,61.97,26.98,6.97,256.03,Zone_08
2025-11-14T19:24:42.741030,33.88,70.47,21.42,7.16,302.35,Zone_09
2025-11-14T20:24:42.741030,33.88,64.94,23.3,7.05,424.86,Zone_10
2025-11-14T21:24:42.741030,34.34,72.6,34.91,6.86,422.89,Zone_11
2025-11-14T22:24:42.741030,37.56,74.49,21.1,6.54,426.0,Zone_12
2025-11-14T23:24:42.741030,34.55,66.03,30.28,6.93,450.11,Zone_13
2025-11-15T00:24:42.741030,33.75,76.23,31.32,6.61,340.45,Zone_14
2025-11-15T01:24:42.741030,35.94,65.48,14.96,6.55,462.26,Zone_15
2025-11-15T02:24:42.741030,35.42,62.86,29.62,6.87,480.26,Zone_16
2025-11-15T03:24:42.741030,37.23,77.92,22.05,7.17,466.12,Zone_17
2025-11-15T04:24:42.741030,31.62,70.47,34.14,6.98,592.45,Zone_18
2025-11-15T05:24:42.741030,38.78,68.15,21.88,7.11,624.94,Zone_19
2025-11-15T06:24:42.741030,33.38,74.92,15.22,7.08,585.72,Zone_20
2025-11-15T07:24:42.741030,37.23,68.17,25.66,6.95,598.19,Zone_21
2025-11-15T08:24:42.741030,33.11,79.25,30.29,7.07,527.0,Zone_22
2025-11-15T09:24:42.741030,34.38,82.53,34.43,6.97,605.02,Zone_23
2025-11-15T10:24:42.741030,37.71,74.68,27.92,7.12,566.6,Zone_24
2025-11-15T11:24:42.741030,33.19,84.54,33.87,6.51,645.94,Zone_00
2025-11-15T12:24:42.741030,30.39,75.89,39.91,7.16,686.27,Zone_01
2025-11-15T13:24:42.741030,28.74,81.49,52.23,6.34,673.41,Zone_02
2025-11-15T14:24:42.741030,30.13,74.12,38.53,7.53,597.92,Zone_03
2025-11-15T15:24:42.741030,28.63,82.24,40.29,6.66,781.78,Zone_04
2025-11-15T16:24:42.741030,26.86,77.8,44.95,7.75,741.49,Zone_05
2025-11-15T17:24:42.741030,30.1,76.49,44.05,6.84,714.86,Zone_06
2025-11-15T18:24:42.741030,24.89,84.22,32.07,7.08,740.99,Zone_07
2025-11-15T19:24:42.741030,24.97,80.93,39.77,7.08,898.4,Zone_08
2025-11-15T20:24:42.741030,22.5,83.18,42.99,7.18,799.32,Zone_09
2025-11-15T21:24:42.741030,24.51,67.45,22.58,7.18,762.3,Zone_10
2025-11-15T22:24:42.741030,22.97,70.22,24.19,7.54,852.12,Zone_11
2025-11-15T23:24:42.741030,20.63,86.11,35.83,6.71,785.03,Zone_12
2025-11-16T00:24:42.741030,19.16,76.35,47.73,7.08,818.4,Zone_13
2025-11-16T01:24:42.741030,16.86,67.82,49.28,6.78,805.64,Zone_14
2025-11-16T02:24:42.741030,19.46,82.58,57.95,6.42,753.42,Zone_15
2025-11-16T03:24:42.741030,15.25,68.78,37.08,6.95,776.88,Zone_16
2025-11-16T04:24:42.741030,15.33,77.22,50.19,6.45,720.97,Zone_17
2025-11-16T05:24:42.741030,18.83,82.06,42.77,6.81,714.17,Zone_18
2025-11-16T06:24:42.741030,17.5,80.81,49.48,6.59,797.98,Zone_19
2025-11-16T07:24:42.741030,16.5,73.75,44.81,7.36,751.79,Zone_20
2025-11-16T08:24:42.741030,16.5,79.91,46.83,7.4,688.98,Zone_21
2025-11-16T09:24:42.741030,13.02,75.06,48.55,7.25,682.59,Zone_22
2025-11-16T10:24:42.741030,13.62,77.81,47.1,6.98,668.37,Zone_23
2025-11-16T11:24:42.741030,13.97,82.01,65.54,6.61,632.09,Zone_24
2025-11-16T12:24:42.741030,15.55,78.03,57.28,6.85,679.35,Zone_00
2025-11-16T13:24:42.741030,12.47,66.9,53.49,6.63,574.47,Zone_01
2025-11-16T14:24:42.741030,14.91,65.84,57.92,7.42,612.56,Zone_02
2025-11-16T15:24:42.741030,15.41,71.87,65.41,6.86,626.19,Zone_03
2025-11-16T16:24:42.741030,16.55,66.91,70.96,7.1,653.75,Zone_04
2025-11-16T17:24:42.741030,17.39,69.93,63.62,6.92,542.24,Zone_05
2025-11-16T18:24:42.741030,11.69,64.45,60.03,6.95,478.51,Zone_06
2025-11-16T19:24:42.741030,19.8,67.08,49.24,6.63,516.8,Zone_07
2025-11-16T20:24:42.741030,19.57,68.77,49.76,6.57,488.41,Zone_08
2025-11-16T21:24:42.741030,20.51,58.15,68.83,6.76,502.8,Zone_09
2025-11-16T22:24:42.741030,20.16,65.89,78.76,6.78,444.08,Zone_10
2025-11-16T23:24:42.741030,20.72,67.06,53.3,6.79,447.15,Zone_11
2025-11-17T00:24:42.741030,21.24,59.06,69.44,6.62,329.81,Zone_12
2025-11-17T01:24:42.741030,24.38,62.72,65.6,7.0,376.55,Zone_13
2025-11-17T02:24:42.741030,24.44,57.77,68.69,7.03,337.35,Zone_14
2025-11-17T03:24:42.741030,25.43,56.93,67.31,6.71,265.89,Zone_15
2025-11-17T04:24:42.741030,26.0,50.96,60.42,7.03,405.12,Zone_16
2025-11-17T05:24:42.741030,24.8,65.34,64.16,6.57,283.0,Zone_17
2025-11-17T06:24:42.741030,33.0,67.03,66.57,6.58,249.64,Zone_18
2025-11-17T07:24:42.741030,26.35,54.92,72.3,6.5,265.44,Zone_19
2025-11-17T08:24:42.741030,32.26,50.5,67.92,6.68,210.4,Zone_20
2025-11-17T09:24:42.741030,32.31,58.75,82.09,6.98,292.31,Zone_21
2025-11-17T10:24:42.741030,34.28,50.59,68.05,6.88,266.97,Zone_22
2025-11-17T11:24:42.741030,31.38,51.57,56.96,6.92,192.8,Zone_23
2025-11-17T12:24:42.741030,32.81,50.05,75.2,6.78,204.17,Zone_24
2025-11-17T13:24:42.741030,34.89,56.25,69.05,6.38,222.3,Zone_00
2025-11-17T14:24:42.741030,34.09,46.47,88.6,6.85,194.66,Zone_01
2025-11-17T15:24:42.741030,35.27,58.55,77.33,6.51,293.46,Zone_02
2025-11-17T16:24:42.741030,36.4,45.59,72.14,7.21,192.07,Zone_03
2025-11-17T17:24:42.741030,33.26,48.37,77.0,6.86,248.22,Zone_04
2025-11-17T18:24:42.741030,40.67,52.52,72.76,5.69,144.65,Zone_05
2025-11-17T19:24:42.741030,33.59,36.83,63.25,6.86,283.43,Zone_06
2025-11-17T20:24:42.741030,37.45,45.47,69.15,6.23,192.45,Zone_07
2025-11-17T21:24:42.741030,31.96,37.97,99.51,6.68,173.23,Zone_08
2025-11-17T22:24:42.741030,35.2,46.17,76.78,6.99,323.33,Zone_09
2025-11-17T23:24:42.741030,32.34,40.65,67.09,6.39,168.67,Zone_10
2025-11-18T00:24:42.741030,31.55,48.84,72.98,6.92,250.61,Zone_11
2025-11-18T01:24:42.741030,34.81,45.12,73.58,6.76,357.64,Zone_12
2025-11-18T02:24:42.741030,33.39,38.12,70.29,6.72,286.88,Zone_13
2025-11-18T03:24:42.741030,28.82,40.61,67.73,7.12,317.5,Zone_14
2025-11-18T04:24:42.741030,30.91,34.51,84.07,6.48,299.02,Zone_15
2025-11-18T05:24:42.741030,23.72,43.92,72.06,6.12,483.77,Zone_16
2025-11-18T06:24:42.741030,29.33,39.36,57.79,6.44,437.4,Zone_17
2025-11-18T07:24:42.741030,27.85,37.48,66.67,7.26,434.17,Zone_18
2025-11-18T08:24:42.741030,31.1,33.12,80.56,6.52,448.33,Zone_19
2025-11-18T09:24:42.741030,25.7,35.87,81.36,7.32,488.58,Zone_20
2025-11-18T10:24:42.741030,25.71,45.81,88.47,6.74,535.34,Zone_21
2025-11-18T11:24:42.741030,26.28,39.8,79.85,6.66,564.98,Zone_22
2025-11-18T12:24:42.741030,27.68,32.36,68.02,6.24,539.78,Zone_23
2025-11-18T13:24:42.741030,24.73,34.66,86.21,6.41,561.7,Zone_24
2025-11-18T14:24:42.741030,19.0,37.74,82.35,6.28,623.96,Zone_00
2025-11-18T15:24:42.741030,18.8,48.35,73.81,6.8,556.95,Zone_01
2025-11-18T16:24:42.741030,21.05,36.71,88.87,6.47,592.06,Zone_02
2025-11-18T17:24:42.741030,18.5,40.13,73.79,6.31,631.81,Zone_03
2025-11-18T18:24:42.741030,13.77,40.8,81.09,6.33,717.08,Zone_04
2025-11-18T19:24:42.741030,15.17,48.67,77.39,6.36,751.17,Zone_05
2025-11-18T20:24:42.741030,15.01,48.98,87.04,5.58,618.06,Zone_06
2025-11-18T21:24:42.741030,16.39,45.19,78.72,6.97,667.37,Zone_07
2025-11-18T22:24:42.741030,18.96,44.86,75.95,6.59,819.32,Zone_08
2025-11-18T23:24:42.741030,14.75,40.25,78.19,5.8,826.38,Zone_09
2025-11-19T00:24:42.741030,15.61,37.33,78.1,5.8,697.3,Zone_10
2025-11-19T01:24:42.741030,15.67,50.88,74.06,6.7,757.86,Zone_11
2025-11-19T02:24:42.741030,14.39,38.86,73.59,6.43,861.3,Zone_12
2025-11-19T03:24:42.741030,15.61,37.96,72.29,6.62,741.08,Zone_13
2025-11-19T04:24:42.741030,14.99,60.25,71.04,6.33,782.78,Zone_14
2025-11-19T05:24:42.741030,16.22,43.34,63.04,6.6,743.79,Zone_15
2025-11-19T06:24:42.741030,18.26,49.49,60.99,5.9,765.77,Zone_16
2025-11-19T07:24:42.741030,18.93,44.46,68.5,6.41,918.69,Zone_17
2025-11-19T08:24:42.741030,16.05,45.08,75.45,5.76,839.53,Zone_18
2025-11-19T09:24:42.741030,16.72,49.37,70.18,6.26,843.9,Zone_19
2025-11-19T10:24:42.741030,18.78,60.62,67.48,6.42,762.97,Zone_20
2025-11-19T11:24:42.741030,16.67,57.37,72.64,6.75,807.88,Zone_21
2025-11-19T12:24:42.741030,18.58,63.3,70.47,6.29,807.8,Zone_22
2025-11-19T13:24:42.741030,17.61,54.75,63.34,6.65,808.17,Zone_23
2025-11-19T14:24:42.741030,21.49,53.97,64.63,6.06,790.96,Zone_24
